File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Code\fs_project\count line copy\webtoonDB\serverLoc\server_copy.py,369,321,20,52,48,0,0,0,0,0
